,allergies,anxiety,bloating,brain_fog,breast_pain,breast_swelling,brittle_nails,chills,constipation,cramps,depression,diarrhea,dizzy,dry_eyes,dry_skin,facial_hair,fatigue,hair_loss,headaches,heartburn,hot_flashes,incontinence,insomnia,irregular_beat,itchy_skin,joint_pain,memory_lapse,mood_swings,muscle_tension,nausea,night_sweats,nipple_discharge,odor,ovulation,ovulation_pain,painful_intercourse,ringing_ears,sex_drive,spotting,tingling_extremeties,uti,vaginal_dryness,vertigo,vomiting,yeast_infection
odor,0.09662955438852683,0.15447433793628532,0.24434138638556857,0.2787312152072764,0.15871579787725973,0.12837344104463208,0.06330947470680204,0.12407231325408759,0.1786875531132657,0.14963198596309252,0.13013324607952348,0.2474645645101037,0.20030098653545475,0.1354663730753523,0.16268184489026155,0.1470832595529034,0.1626379510566908,0.08423937683714121,0.203065514440485,0.09026398486126362,-0.021987047752173278,0.02503515447285474,0.09112347638575558,0.15936351272094332,0.25490468804074795,0.10163155105201936,0.16740276157130843,0.15993304163607544,0.08246394542890528,0.14460686372680706,0.02978283535856232,0.07945137999170129,1.0000000000000004,0.11329775460224328,0.13583571333974787,0.032509564268645014,0.1852213289569629,0.09248502965460778,0.12273509749877595,0.16282978501252932,0.08216881423106451,0.17048225516272558,0.23074761040202527,0.026525574880829374,0.06905204676134369
ovulation,0.0594678961277401,0.03629439050077971,0.055834981562165265,0.08886497607864932,0.1192186730246382,0.17444326287845102,0.0446836832578096,0.0826567360637582,0.06322909314671692,0.12539155611589717,0.06282283690011059,0.09620683381676601,0.03626067856139025,0.04855250783685702,0.04156757720238864,0.10830665742437293,0.07768444491473254,0.0640273428590329,0.029211771478991722,0.0311952052474088,0.004746338170024566,0.006915878886683206,0.07616093272010958,0.07509915810101978,0.05627742897830652,0.13516763214960487,0.07968219176647157,0.07384571935066471,0.07457691377001688,0.01910766349855512,-0.000374035630549884,0.017903927814098282,0.11329775460224328,1.0000000000000007,0.21608261137987836,0.08067429726486566,0.07835688691114055,0.03182945575949796,0.09022237950649965,0.10832625435556521,0.0763197080278937,0.058549396262644646,0.10627738742276746,-0.0038187978208841784,0.09814563574719362
ovulation_pain,0.07288331618177414,0.10652175949154882,0.13968796474470876,0.20401956552074932,0.18298086923219406,0.11276805189673511,0.08446701945182322,0.07922896951559173,0.09338909180453656,0.21451637109890775,0.09440824321963542,0.06628908621666178,0.0882798229568611,0.039110742149229,0.0891956487617257,0.04606738367797039,0.15982934239880778,0.039337250762415114,0.12890057058366547,0.05252444888543901,-0.009954948199493035,0.024870143221066995,0.11422856715429407,0.15506648827592032,0.1125378261191674,0.09503157997139028,0.09029875857370998,0.12134333147798126,0.11455647370717367,0.0801694627130292,0.015834513179392645,0.06444197918624178,0.13583571333974787,0.21608261137987836,0.9999999999999987,0.033193634038654975,0.1066274343884096,0.027988494505616888,0.10897732801576188,0.1455490093061838,0.16641124361614526,0.1112479494645762,0.14846695852133585,-0.005049936512236459,0.051408964277928966
painful_intercourse,-0.013584273541466692,-0.013306677738408209,-0.011555424343492831,0.05437911599238736,0.004945303288989083,0.0359149838945755,0.04192860744133133,0.046641076932107735,0.08073123136505678,-0.0193606453580868,0.03707768393757491,-0.0069016256350770576,0.0399743847238855,0.013116479093411066,0.024869348381196053,0.13353538919779076,0.02833007605611415,0.07283754335265222,-0.00725665371775225,0.054649852342259005,-0.030133758159202793,0.01776034995583618,0.04931004989139791,0.04955477183361412,0.034088246816554646,0.02979690781010078,0.0414094853482024,0.0732449053975742,0.010043755680043651,0.001232601097843241,0.02971027772032839,0.06517621802659163,0.032509564268645014,0.08067429726486566,0.033193634038654975,1.0000000000000033,-0.0004776407472425221,0.06543983003288434,-0.032538231995351864,0.07726907563797154,0.025636862651101103,0.18158299515959342,0.024347318855283764,-0.007825755641193269,0.07206661862026517
ringing_ears,0.12717008020769047,0.19508050727263324,0.10269039132689443,0.21393124071907443,0.11473353667744662,0.1076652543088667,0.074862555890939,0.10326508907000521,0.0856179275964943,0.06950535415869943,0.12103921043285998,0.22059716552498504,0.07046836430792976,0.19768165060888404,0.24558893550881009,0.2904512150020638,0.16712793436184803,0.18296298534485658,0.15060737781944958,0.10360386820628434,0.007284892279047319,0.014235586747385176,0.0795556836107509,0.26186024301520544,0.14526066864815648,0.13152008688525005,0.1721512510835376,0.11077661084104634,0.20362215898400843,0.11145519960232525,0.022662671503716578,0.006062202243870591,0.1852213289569629,0.07835688691114055,0.1066274343884096,-0.0004776407472425221,0.9999999999999991,0.0708142037208745,0.13552602960183724,0.3083488666516351,0.0003843527019973873,0.07313296900655111,0.19570399186845763,-0.007003271875659268,0.01916292091353611
sex_drive,0.026392172823350667,0.13652320607835264,0.08259061749198149,0.2603929433617529,0.10232752247081611,0.11393537936481629,0.05090459057900358,0.03506573554939216,0.04300703370459603,0.0993511650725153,0.21577908781642388,0.0750847237055856,0.15065810471280258,0.09745280804286555,0.09273137628138264,0.1171465172093073,0.20543588038012017,0.12735648237118827,0.1609727567088057,0.1474929440449574,-0.015320032257899519,0.17675741407260506,0.14949204859567966,0.03509424496095133,0.13513468392867453,0.08285336877019105,0.15431404734903412,0.16607766353829562,0.08857905864569487,0.11618180601000859,0.08936940481969201,0.008964274787325583,0.09248502965460778,0.03182945575949796,0.027988494505616888,0.06543983003288434,0.0708142037208745,0.999999999999998,0.07663910728777634,0.1332098283457884,0.033989706504322134,0.11977266935131009,0.12280744000419559,-0.0028307863258871958,0.5175607469288666
spotting,0.08469975330980142,0.12986390807493223,0.13320267864337312,0.13001041480929748,0.09777125875520107,0.06731464670269495,0.09272654863182071,0.05141081944808768,0.06942543891102382,0.4509544722441102,0.12830369214881576,0.16646665593671328,0.09766075153400991,0.06821644801364245,0.08434601385226861,0.0718168305264693,0.20948442582922167,0.09620844255725362,0.1796272843198213,0.021343413858144103,0.010059867132804292,0.06430236576965799,0.07958722650367427,0.036345748760730615,0.11455111321927766,0.10034563888377308,0.0040569374420382125,0.13714089421458198,0.11082594279405555,0.06093456007142258,0.0415357854912629,0.004889524215564044,0.12273509749877595,0.09022237950649965,0.10897732801576188,-0.032538231995351864,0.13552602960183724,0.07663910728777634,1.0000000000000022,0.06344937046138402,0.023993707539336794,0.05399936934299337,0.0627275550258013,0.002374919061766257,0.15976714662906638
tingling_extremeties,0.11471142712564529,0.19478062659929063,0.13457252189065713,0.20776140522241018,0.12201823910674883,0.15135299220718187,0.1729955412172761,0.19179518255118494,0.06392183286883973,0.13077691803107844,0.1069542916050487,0.12823687016174454,0.12675331327936945,0.13928599341875247,0.20953087939655599,0.11520355594559639,0.1626667219987999,0.10869619625483716,0.1804739252083502,0.08534045947668235,0.04098539842100583,0.04328939960566784,0.1471233097395664,0.254021422321,0.22082049918458876,0.19106090888285523,0.1610089487990229,0.1733730141837677,0.24534405597433268,0.09411812827039978,0.05089137467153266,0.057508723386729715,0.16282978501252932,0.10832625435556521,0.1455490093061838,0.07726907563797154,0.3083488666516351,0.1332098283457884,0.06344937046138402,0.9999999999999987,0.11566311514383817,0.10173105074391273,0.17575233054259118,-0.007268676901556883,0.04645599840829084
uti,0.010370012025400902,0.12410276767850016,0.017555550350040163,0.08927850588222866,0.08691530176640073,0.03923581447787084,0.05828391187529305,0.10117563383056477,0.02599401213686261,0.05144337069915367,0.03688141577215523,0.03566262689495522,0.11281687171480238,0.04611196365085873,0.029617067036271132,0.014595628951249197,0.006515922350159868,0.08564986182223573,0.050939044715872475,-0.00782593442362421,-0.02217237890861704,0.017996164905286986,0.028325478766445502,0.04681756942549923,0.02797680236867457,0.031365721213431966,0.06009716255503013,0.06737498187911459,0.09342859581184221,0.050487568830257464,0.06480927331462419,0.05539615534767493,0.08216881423106451,0.0763197080278937,0.16641124361614526,0.025636862651101103,0.0003843527019973873,0.033989706504322134,0.023993707539336794,0.11566311514383817,1.0000000000000007,0.1628284428194647,0.012126394449621243,0.004684075808123496,0.13436203153492107
vaginal_dryness,0.14377214269437633,0.19922867359862653,0.03027971687913935,0.3014362011320498,0.05891854270088864,0.14784956743866953,0.11921437802627503,0.12428373469721882,0.04711667216905169,0.04713709450625468,0.16765655164603957,0.05755465559849255,0.2248151044492908,0.16220560217833133,0.11970306593598061,0.08847960513573906,0.24021450399919167,0.038000791709651704,0.15050668827886107,0.07738487245301559,-0.01951901211846862,0.07647010228320196,0.08955958858418883,0.08331162534308378,0.24855268056834157,0.09067768987981896,0.15396397351482424,0.1278237088636802,0.08100530791798204,0.0575253135783362,0.010664310331055311,0.0003275318141849158,0.17048225516272558,0.058549396262644646,0.1112479494645762,0.18158299515959342,0.07313296900655111,0.11977266935131009,0.05399936934299337,0.10173105074391273,0.1628284428194647,1.0000000000000007,0.10317061345379155,-0.0014290310828077813,0.051426252152389794
vertigo,0.10535910069457843,0.1460401522865535,0.15677107546742333,0.21240954083990998,0.16991907265260622,0.1294502411869055,0.028651359044800075,0.0964765829437448,0.0699328451363631,0.13012132503064677,0.12474910719114266,0.11845612287278515,0.18498924264577146,0.15398887483317553,0.19994047220807074,0.07276610478537096,0.18068675489946176,0.11684430648291198,0.15277157091978105,0.17169420841112445,-0.005775686818618044,0.04331387464890088,0.18270200753866803,0.19027290549367556,0.19056648476190594,0.13627288912836874,0.1541175551894886,0.12330761295846093,0.13884254721789202,0.14868780894528058,0.04204957899575816,0.020347741866196457,0.23074761040202527,0.10627738742276746,0.14846695852133585,0.024347318855283764,0.19570399186845763,0.12280744000419559,0.0627275550258013,0.17575233054259118,0.012126394449621243,0.10317061345379155,1.0000000000000013,0.040955186813994716,0.049662678266242086
vomiting,0.0020854139759633474,0.010915882192718739,0.02050434528314169,0.053326330783614664,-0.004060550227789655,-0.0033404231386096966,0.0031658005893057724,0.0059007388396921405,0.0033654263710730953,0.015386223632421508,0.05526206956752011,0.017301909044009172,0.020077077333315364,0.0017641732918167888,0.012153913339408486,-0.002234488472887371,0.05525008451412989,0.0109461768866548,-0.00219887391342533,0.04395347911419507,0.006819953162549787,-0.0024271819358383773,0.035069075860047746,0.007406110763432848,0.023934511057493425,0.0010624544227709237,0.04652223606302849,0.03949710407649218,0.010833177640557816,0.2628786416862954,0.03449255351406216,-0.004720439190576239,0.026525574880829374,-0.0038187978208841784,-0.005049936512236459,-0.007825755641193269,-0.007003271875659268,-0.0028307863258871958,0.002374919061766257,-0.007268676901556883,0.004684075808123496,-0.0014290310828077813,0.040955186813994716,0.9999999999999928,-0.0020917365213474408
yeast_infection,0.07403554994808365,0.07364142442695329,0.060585617535459074,0.14097360936454248,0.12002653681577921,0.058965907481229415,0.05530074272946317,0.048161852784395075,0.03526730971326771,0.10809479722275646,0.10913939164286213,0.10730392567149723,0.02563895627020039,0.04391080676241181,0.06470359996035775,0.13094316842960613,0.0733711281307767,0.10746486920007181,0.1850191222061145,0.04959930319245906,-0.02475884281756733,0.023262618342082923,0.05440090072069187,0.01309270522126543,0.1134994121123089,0.01567020936678378,0.042376387818371206,0.0838606212440916,0.07731769558082036,0.09078154099127925,0.019109714414746452,0.09109772812210402,0.06905204676134369,0.09814563574719362,0.051408964277928966,0.07206661862026517,0.01916292091353611,0.5175607469288666,0.15976714662906638,0.04645599840829084,0.13436203153492107,0.051426252152389794,0.049662678266242086,-0.0020917365213474408,1.0000000000000009
